Issue Date and Time,State,Plate ID,Division,Location,Location Standardized,Coordinates,Violation Description,Fine,Issuing Agency,Violation Location
09/10/2012 11:55:00 PM,PA,1051946,20,3221 HAMILTO,"3221 HAMILTON ST, 19104","(39.9624117488,-75.1890778729)",IMPROPER ON 2WAY HWY,$31.00,POLICE,"(39.9624117488, -75.1890778729)"
09/15/2012 08:00:00 PM,PA,1682562,20,3500 POWELTON AVE,"3500 POWELTON AVE, 19104","(39.959949224,-75.1931723954)",EXPIRED INSPECTION,$41.00,POLICE,"(39.959949224, -75.1931723954)"
09/18/2012 01:25:00 PM,VA,1736072,20,3300 RACE ST,"3300 RACE ST, 19104","(39.9587902001,-75.1900318034)",OVER TIME LIMIT,$26.00,POLICE,"(39.9587902001, -75.1900318034)"
09/18/2012 03:30:00 PM,NJ,317808,20,3300 POWELTON AVE,"3300 POWELTON AVE, 19104","(39.9602860209,-75.1901608097)",OVER TIME LIMIT,$26.00,POLICE,"(39.9602860209, -75.1901608097)"
09/18/2012 03:35:00 PM,PA,563960,20,3300 POWELTON AVE,"3300 POWELTON AVE, 19104","(39.9602860209,-75.1901608097)",OVER TIME LIMIT,$26.00,POLICE,"(39.9602860209, -75.1901608097)"
09/19/2012 05:30:00 PM,PA,1128931,20,200 N 34TH ST,"200 N 34TH ST, 19104","(39.9594878129,-75.1908669319)",STOPPING PROHIBITED,$51.00,POLICE,"(39.9594878129, -75.1908669319)"
10/11/2012 06:20:00 PM,PA,722635,20,3200 ARCH ST,"3200 ARCH ST, 19104","(39.9575325574,-75.1884654021)",DOUBLE PARKED,$51.00,POLICE,"(39.9575325574, -75.1884654021)"
10/16/2012 08:15:00 PM,CO,11069,20,3400 PEARL,"3400 PEARL ST, 19104","(39.9607459184,-75.1918138123)",PARK PROHIBITED 04,$26.00,POLICE,"(39.9607459184, -75.1918138123)"
11/04/2012 04:35:00 PM,PA,666966,20,200 N 33RD ST,"200 N 33RD ST, 19104","(39.9595887223,-75.1893256895)",FIRE HYDRANT,$76.00,POLICE,"(39.9595887223, -75.1893256895)"
11/08/2012 09:00:00 PM,PA,630114,20,3300 ARCH ST,"3300 ARCH ST, 19104","(39.9577261704,-75.1900527533)",SIDEWALK,$51.00,POLICE,"(39.9577261704, -75.1900527533)"
11/13/2012 07:10:00 PM,NJ,423545,20,118 N 34TH ST,"118 N 34TH ST, 19104","(39.9585733309,-75.1908952145)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9585733309, -75.1908952145)"
01/07/2012 11:34:00 PM,PA,653559,20,200 N 33RD,"200 N 33RD ST, 19104","(39.9595887223,-75.1893256895)",FIRE HYDRANT,$76.00,POLICE,"(39.9595887223, -75.1893256895)"
02/04/2012 07:55:00 PM,NJ,209159,20,200 N 33RD,"200 N 33RD ST, 19104","(39.9595887223,-75.1893256895)",STOPPING PROHIBITED,$51.00,POLICE,"(39.9595887223, -75.1893256895)"
02/05/2012 05:20:00 PM,PA,817833,20,100 N 32ND,"100 N 32ND ST, 19104","(39.957836912,-75.1877817748)",PARKING PROHBITED,$41.00,POLICE,"(39.957836912, -75.1877817748)"
02/29/2012 12:36:00 AM,NJ,346366,20,400 N 32ND,"400 N 32ND ST, 19104","(39.9621278273,-75.1882876215)",CORNER CLEARANCE,$51.00,POLICE,"(39.9621278273, -75.1882876215)"
03/04/2012 09:23:00 PM,PA,600892,20,100 N 32ND,"100 N 32ND ST, 19104","(39.957836912,-75.1877817748)",PARKING PROHBITED,$41.00,POLICE,"(39.957836912, -75.1877817748)"
04/23/2012 07:10:00 PM,ID,90342,20,3306 ARCH,"3306 ARCH ST, 19104","(39.9577261704,-75.1900527533)",PARKING PROHBITED,$41.00,POLICE,"(39.9577261704, -75.1900527533)"
05/22/2012 07:30:00 PM,NJ,236652,20,200 N 33RD,"200 N 33RD ST, 19104","(39.9595887223,-75.1893256895)",STOP/BLOCK HIGHWAY,$51.00,POLICE,"(39.9595887223, -75.1893256895)"
08/02/2012 10:50:00 PM,PA,1034221,20,102 SHEDWICK,"102 N SHEDWICK ST, 19104","(39.9579242646,-75.1916747478)",PARKING PROHBITED,$41.00,POLICE,"(39.9579242646, -75.1916747478)"
08/06/2012 07:08:00 PM,PA,595439,20,3200 RACE ST,"3200 RACE ST, 19104","(39.9588431481,-75.1879898492)",CORNER CLEARANCE,$51.00,POLICE,"(39.9588431481, -75.1879898492)"
02/22/2012 02:39:00 PM,PA,1085737,04,4000 MARKET,"4000 MARKET ST, 19104","(39.9572405231,-75.2026799514)",DOUBLE PARKED,$51.00,PENN,"(39.9572405231, -75.2026799514)"
02/22/2012 02:39:00 PM,PA,1648367,04,4000 MARKET,"4000 MARKET ST, 19104","(39.9572405231,-75.2026799514)",DOUBLE PARKED,$51.00,PENN,"(39.9572405231, -75.2026799514)"
03/02/2012 10:55:00 AM,PA,1648367,04,100 S 40TH,"100 S 40TH ST, 19104","(39.9552517214,-75.2023514135)",DOUBLE PARKED,$51.00,PENN,"(39.9552517214, -75.2023514135)"
12/04/2012 12:53:00 PM,PA,1278156,,4100 CHESTNU,"4100 CHESTNUT ST, 19104","(39.956027838,-75.2054525171)",BLOCKING DRIVEWAY,$51.00,PPA,"(39.956027838, -75.2054525171)"
07/04/2012 12:45:00 AM,PA,1052142,04,4100 DELANCE,,,PRIVATE PROPERTY,$26.00,PENN,
04/03/2012 02:50:00 PM,NY,453227,04,4032 SAMSON,"4032 SAMSON ST, 19104","(39.9550273016,-75.2036813397)",PARKING PROHBITED,$41.00,PENN,"(39.9550273016, -75.2036813397)"
05/11/2012 03:41:00 PM,PA,961685,00,4000 MARKET,"4000 MARKET ST, 19104","(39.9572405231,-75.2026799514)",DOUBLE PARKED,$51.00,PENN,"(39.9572405231, -75.2026799514)"
07/14/2012 10:29:00 PM,PA,1213656,00,4040 SANSON,"4040 SAMSON ST, 19104","(39.9550273016,-75.2036813397)",PARKING PROHBITED,$41.00,PENN,"(39.9550273016, -75.2036813397)"
09/06/2012 03:48:00 PM,PA,855434,00,4051 LOCUST,"4051 LOCUST ST, 19104","(39.9532006979,-75.2047212447)",PARKING PROHBITED,$41.00,PENN,"(39.9532006979, -75.2047212447)"
01/03/2013 04:29:00 PM,NJ,248586,00,3819 CHESTNU,"3819 CHESTNUT ST, 19104","(39.9552433792,-75.1991265174)",PARKING PROHBITED,$41.00,SEPTA,"(39.9552433792, -75.1991265174)"
05/12/2013 03:45:00 PM,PA,1376770,00,4101 PINE,"4101 PINE ST, 19104","(39.9510743763,-75.20647454)",BLOCKING DRIVEWAY,$51.00,PENN,"(39.9510743763, -75.20647454)"
11/01/2013 01:33:00 PM,PA,999410,04,4001 WALNUT,"4001 WALNUT ST, 19104","(39.9542670214,-75.2038412774)",SIDEWALK,$51.00,PENN,"(39.9542670214, -75.2038412774)"
03/20/2014 11:30:00 AM,CT,18839,04,4039 SPRUCE,"4039 SPRUCE ST, 19104","(39.9519021585,-75.2043340223)",PARKING PROHBITED,$41.00,PENN,"(39.9519021585, -75.2043340223)"
03/20/2014 11:33:00 AM,PA,1584951,04,4039 SPRUCE,"4039 SPRUCE ST, 19104","(39.9519021585,-75.2043340223)",PARKING PROHBITED,$41.00,PENN,"(39.9519021585, -75.2043340223)"
01/30/2015 11:16:00 AM,IN,99017,04,104 S 40TH,"104 S 40TH ST, 19104","(39.9552517214,-75.2023514135)",DOUBLE PARKED,$51.00,PENN,"(39.9552517214, -75.2023514135)"
03/17/2015 10:25:00 AM,PA,1582099,04,240 S 40TH,"240 S 40TH ST, 19104","(39.9526709543,-75.2028922936)",PARKING PROHBITED,$41.00,PENN,"(39.9526709543, -75.2028922936)"
05/06/2012 03:40:00 PM,PA,806183,04,3800 SPRUCE,"3800 SPRUCE ST, 19104","(39.9513589181,-75.2000041215)",PARKING PROHBITED,$41.00,PENN,"(39.9513589181, -75.2000041215)"
06/21/2012 12:36:00 PM,PA,1565810,04,4400 CHESTNU,"4400 CHESTNUT ST, 19104","(39.9566627018,-75.2105483131)",DOUBLE PARKED,$51.00,PENN,"(39.9566627018, -75.2105483131)"
09/18/2012 01:37:00 PM,PA,724296,04,4000 LOCUST,"4000 LOCUST ST, 19104","(39.9530504177,-75.2034676282)",STOPPING PROHIBITED,$51.00,PENN,"(39.9530504177, -75.2034676282)"
07/23/2013 02:15:00 PM,PA,1364936,04,4001 WALNUT,"4001 WALNUT ST, 19104","(39.9542670214,-75.2038412774)",SIDEWALK,$51.00,TEMPLE,"(39.9542670214, -75.2038412774)"
08/23/2013 09:45:00 AM,PA,1689820,04,4006 MARKET,"4006 MARKET ST, 19104","(39.9572405231,-75.2026799514)",CROSSWALK,$51.00,PENN,"(39.9572405231, -75.2026799514)"
10/28/2013 10:50:00 AM,PA,855463,04,4001 WALNUT,"4001 WALNUT ST, 19104","(39.9542670214,-75.2038412774)",SIDEWALK,$51.00,PENN,"(39.9542670214, -75.2038412774)"
10/29/2013 11:17:00 AM,PA,1112277,04,4001 WALNUT,"4001 WALNUT ST, 19104","(39.9542670214,-75.2038412774)",SIDEWALK,$51.00,PENN,"(39.9542670214, -75.2038412774)"
03/07/2014 01:30:00 PM,NJ,208314,04,4001 WALNUT,"4001 WALNUT ST, 19104","(39.9542670214,-75.2038412774)",SIDEWALK,$51.00,PENN,"(39.9542670214, -75.2038412774)"
03/07/2014 01:30:00 PM,PA,1622380,04,4001 W WALNU,,,SIDEWALK,$51.00,PENN,
05/23/2014 04:20:00 PM,PA,1176684,04,40TH MARKET,"40 MARKET ST, 19106","(39.9499294105,-75.1421118738)",STOPPING PROHIBITED,$51.00,PENN,"(39.9499294105, -75.1421118738)"
05/22/2014 11:43:00 AM,PA,1307898,04,40TH MARKET,"40 MARKET ST, 19106","(39.9499294105,-75.1421118738)",STOPPING PROHIBITED,$51.00,PENN,"(39.9499294105, -75.1421118738)"
05/23/2014 04:21:00 PM,PA,1498082,04,40TH MARKET,"40 MARKET ST, 19106","(39.9499294105,-75.1421118738)",STOPPING PROHIBITED,$51.00,PENN,"(39.9499294105, -75.1421118738)"
06/28/2012 09:55:00 AM,NJ,308394,00,3000 S7TH ST,,,PARKING PROHBITED,$41.00,POLICE,
06/28/2012 02:33:00 PM,PA,1162593,00,3000 S7TH ST,,,PARKING PROHBITED,$41.00,POLICE,
06/28/2012 02:37:00 PM,PA,1593022,00,3000 S7TH ST,,,PARKING PROHBITED,$41.00,POLICE,
07/08/2012 01:13:00 PM,PA,1162593,51,7TH ST & PAC,,,PARKING PROHBITED,$41.00,POLICE,
11/11/2012 03:33:00 PM,PA,1173527,51,7TH PACKER A,,,PARKING PROHBITED,$41.00,POLICE,
11/11/2012 03:42:00 PM,PA,544654,51,7TH PACKER A,,,PARKING PROHBITED,$41.00,POLICE,
03/30/2013 02:57:00 PM,PA,1141677,00,7TH RAMP FRO,,,PARKING PROHBITED,$41.00,POLICE,
03/30/2013 03:04:00 PM,PA,1316775,00,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 03:10:00 PM,PA,1350918,00,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 03:45:00 PM,PA,1029564,00,7TH PACKER A,,,PARKING PROHBITED,$41.00,POLICE,
04/26/2014 03:49:00 PM,PA,1502838,00,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 04:05:00 PM,PA,893729,00,7TH PACKER N,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 04:08:00 PM,PA,700387,00,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/14/2012 02:55:00 PM,NJ,186052,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/14/2012 03:08:00 PM,PA,1670860,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/14/2012 03:12:00 PM,PA,686731,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/14/2012 03:20:00 PM,PA,990937,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
05/13/2012 12:53:00 PM,PA,678084,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 10:19:00 AM,PA,569475,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 10:22:00 AM,PA,1583005,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 02:46:00 PM,PA,1109763,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 02:49:00 PM,PA,863145,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 04:29:00 PM,NJ,328892,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 04:36:00 PM,PA,1197297,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/15/2012 04:38:00 PM,PA,1115175,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
05/25/2013 12:00:00 AM,PA,1368336,00,S 7TH ST,,,PARKING PROHBITED,$41.00,POLICE,
08/05/2012 12:00:00 AM,NJ,203523,00,7TH ST BTWN,,,PARKING PROHBITED,$41.00,POLICE,
03/30/2013 12:00:00 AM,PA,959297,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,NJ,409428,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,PA,1246358,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,PA,1047757,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,PA,1579329,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,PA,1100628,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,NJ,344274,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,PA,1281399,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/30/2013 12:00:00 AM,PA,1106916,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/31/2013 03:16:00 PM,PA,554644,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/31/2013 05:16:00 PM,PA,1138119,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/31/2013 05:17:00 PM,PA,1305371,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/17/2014 11:25:00 AM,PA,1173903,51,7TH PACKER ST,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 12:59:00 PM,NJ,306725,51,7TH STREET F,,,PARKING PROHBITED,$41.00,POLICE,
04/26/2014 01:00:00 PM,PA,1434737,51,7TH ST F RAM,,,PARKING PROHBITED,$41.00,POLICE,
04/26/2014 01:05:00 PM,PA,575121,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 01:06:00 PM,PA,1577225,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 01:09:00 PM,PA,834200,51,7TH F RAMP,,,PARKING PROHBITED,$41.00,POLICE,
04/26/2014 03:40:00 PM,PA,847054,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 03:41:00 PM,PA,652893,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 12:00:00 AM,PA,1450894,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 03:45:00 PM,PA,749664,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",HP RESERVED SPACE,$301.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 03:46:00 PM,PA,1224984,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/26/2014 12:00:00 AM,PA,729507,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/01/2013 08:30:00 PM,PA,734204,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/01/2013 12:00:00 AM,PA,635617,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/01/2013 08:30:00 PM,PA,1247807,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/01/2013 08:30:00 AM,PA,1270362,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/01/2013 08:30:00 AM,PA,1703869,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/01/2013 08:40:00 AM,PA,1346678,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/05/2013 07:27:00 PM,PA,769457,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/05/2013 07:31:00 PM,PA,1055424,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/05/2013 07:35:00 PM,PA,1251927,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/05/2013 07:38:00 PM,PA,956632,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/05/2013 07:43:00 PM,PA,1333948,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",CROSSWALK,$51.00,POLICE,"(39.9070935194, -75.1371413569)"
04/05/2013 07:47:00 PM,PA,1679082,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:15:00 PM,PA,873811,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:18:00 PM,PA,1356967,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:21:00 PM,PA,1170564,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:24:00 PM,PA,1355598,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:30:00 PM,PA,752076,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:33:00 PM,PA,1187031,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",CROSSWALK,$51.00,POLICE,"(39.9070935194, -75.1371413569)"
04/06/2013 08:40:00 PM,PA,1261331,04,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
05/31/2013 09:00:00 PM,PA,1174208,04,7TH PACKER RD,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/07/2013 12:00:00 AM,PA,754088,04,WWB U RAMP,,,PARKING PROHBITED,$41.00,POLICE,
04/07/2013 12:00:00 AM,PA,1267206,04,U RAMP,,,PARKING PROHBITED,$41.00,POLICE,
04/07/2013 12:00:00 AM,PA,1211459,04,U RAMP,,,PARKING PROHBITED,$41.00,POLICE,
04/07/2013 12:00:00 AM,PA,1123099,04,PACKER AVE,,,PARKING PROHBITED,$41.00,POLICE,
04/07/2013 08:05:00 PM,DE,50490,51,TOP OF U RAM,,,STOPPING PROHIBITED,$51.00,POLICE,
04/07/2013 08:16:00 PM,PA,1194259,00,U RAMP OF WW,,,PARKING PROHBITED,$41.00,POLICE,
04/07/2013 08:23:00 PM,DE,52992,51,T/U RAMP OF,,,PARKING PROHBITED,$41.00,POLICE,
04/07/2013 08:30:00 PM,PA,762008,51,PACKER & T/U RD,,,PARKING PROHBITED,$41.00,POLICE,
04/13/2013 01:11:00 PM,PA,942379,00,300 S 7TH,"300 S 7TH ST, 19106","(39.9453520271,-75.1532276326)",PARKING PROHBITED,$41.00,POLICE,"(39.9453520271, -75.1532276326)"
04/04/2013 01:20:00 PM,PA,905526,00,3000 S 7TH,"3000 S 7TH ST, 19148","(39.9117248599,-75.1606174908)",PARKING PROHBITED,$41.00,POLICE,"(39.9117248599, -75.1606174908)"
04/18/2014 08:44:00 PM,NJ,222424,00,DARIEN & PACKE,,,PARKING PROHBITED,$41.00,POLICE,
04/19/2014 09:17:00 PM,PA,1429972,00,DARIEN & PACKE,,,DISOBEY SIGN-PRHB 21,$51.00,POLICE,
04/27/2014 03:49:00 AM,PA,1427719,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/27/2014 03:50:00 PM,MD,142568,03,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
04/27/2014 03:51:00 PM,PA,1348868,51,7TH PACKER,"7 PACKER AVE, 19148","(39.9070935194,-75.1371413569)",PARKING PROHBITED,$41.00,POLICE,"(39.9070935194, -75.1371413569)"
03/29/2012 08:13:00 AM,PA,1091332,03,1200 LATONA,"1200 LATONA ST, 19147","(39.934640017,-75.1644568458)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.934640017, -75.1644568458)"
03/29/2012 10:21:00 AM,PA,1104431,03,SHERIDAN & SHU,,,FIRE HYDRANT,$76.00,POLICE,
04/29/2012 12:00:00 AM,PA,820303,03,SHERIDAN & JOH,,,SIDEWALK,$51.00,POLICE,
05/02/2012 12:24:00 PM,PA,1164665,03,3RD DALY ST,,,HP RAMP BLOCKED,$76.00,POLICE,
08/06/2012 08:41:00 AM,PA,696329,03,300 TASKER ST,"300 TASKER ST, 19148","(39.9282477635,-75.1514193877)",PARKING PROHBITED,$41.00,POLICE,"(39.9282477635, -75.1514193877)"
08/06/2012 08:43:00 AM,PA,1123698,03,300 TASKER ST,"300 TASKER ST, 19148","(39.9282477635,-75.1514193877)",PARKING PROHBITED,$41.00,POLICE,"(39.9282477635, -75.1514193877)"
08/06/2012 08:46:00 AM,PA,1146659,03,300 TASKER ST,"300 TASKER ST, 19148","(39.9282477635,-75.1514193877)",PARKING PROHBITED,$41.00,POLICE,"(39.9282477635, -75.1514193877)"
08/12/2012 10:50:00 AM,PA,616129,03,2314 S 3RD ST,"2314 S 3RD ST, 19148","(39.9189266672,-75.152187392)",FIRE HYDRANT,$76.00,POLICE,"(39.9189266672, -75.152187392)"
08/12/2012 11:34:00 AM,PA,892698,03,SHUNK & CHRIST,,,CROSSWALK,$51.00,POLICE,
10/12/2013 12:15:00 PM,PA,1105854,12,5300 GREENWA,,,EXPIRED INSPECTION,$41.00,POLICE,
10/20/2013 06:03:00 PM,PA,1684366,12,6900 PASCHAL,"6900 PASCHALL AVE, 19142","(39.9200486925,-75.2395372319)",EXPIRED INSPECTION,$41.00,POLICE,"(39.9200486925, -75.2395372319)"
